mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__metric,param_classifier__n_neighbors,param_classifier__p,param_classifier__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.031106185913085938,0.0029277047899344834,0.024314737319946288,0.0015295037234387553,minkowski,5,1,uniform,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 5, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.8757396449704142,0.8727810650887574,0.893491124260355,0.8783382789317508,0.8605341246290801,0.8761768475760714,0.010591253265040098,16
0.029922676086425782,0.002978923347674742,0.025772237777709962,0.0014609198118560002,minkowski,5,1,distance,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 5, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.878698224852071,0.8816568047337278,0.9112426035502958,0.8961424332344213,0.8694362017804155,0.8874352536301864,0.014671720402790411,1
0.03001995086669922,0.0030090751588200326,0.02099123001098633,0.004682220852047829,minkowski,5,2,uniform,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 5, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.7810650887573964,0.8047337278106509,0.8284023668639053,0.827893175074184,0.8219584569732937,0.812810563095886,0.018040420729135743,52
0.03406543731689453,0.0024868485363135806,0.020906400680541993,0.002082580801678719,minkowski,5,2,distance,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 5, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.7928994082840237,0.8284023668639053,0.849112426035503,0.8516320474777448,0.827893175074184,0.8299878847470723,0.02105552004452212,43
0.0331456184387207,0.001779515077097722,0.028263330459594727,0.002026575677457335,minkowski,7,1,uniform,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 7, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.863905325443787,0.8520710059171598,0.908284023668639,0.8813056379821959,0.8367952522255193,0.8684722490474602,0.02466966949562155,25
0.03689064979553223,0.005656005403461968,0.028898239135742188,0.004075632920215429,minkowski,7,1,distance,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 7, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.8816568047337278,0.8816568047337278,0.9112426035502958,0.8931750741839762,0.8545994065281899,0.8844661387459836,0.018442510850933118,4
0.035796833038330075,0.003037190857954249,0.02216000556945801,0.0013952195636103032,minkowski,7,2,uniform,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 7, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.772189349112426,0.8017751479289941,0.8372781065088757,0.8189910979228486,0.7893175074183977,0.8039102417783084,0.022647596658782517,58
0.040279483795166014,0.0078121489978824656,0.02606935501098633,0.00652630692190903,minkowski,7,2,distance,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 7, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.8017751479289941,0.8195266272189349,0.8579881656804734,0.8338278931750742,0.7863501483679525,0.8198935964742858,0.024895528042343892,49
0.04107503890991211,0.0073810543999922405,0.03564743995666504,0.005325405886862165,minkowski,9,1,uniform,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 9, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.8520710059171598,0.8550295857988166,0.8905325443786982,0.8664688427299704,0.8338278931750742,0.8595859743999437,0.018685707086792968,28
0.041571855545043945,0.00842100036355045,0.032086658477783206,0.006917582675962552,minkowski,9,1,distance,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 9, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.8550295857988166,0.8875739644970414,0.908284023668639,0.8931750741839762,0.8486646884272997,0.8785454673151547,0.022916275975490882,13
0.03721022605895996,0.002240551375519851,0.022681999206542968,0.002262258130146219,minkowski,9,2,uniform,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 9, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.7603550295857988,0.772189349112426,0.8254437869822485,0.8041543026706232,0.8011869436201781,0.792665882394255,0.02341906462049061,67
0.04150114059448242,0.012436888274399512,0.02245945930480957,0.0051513068542164845,minkowski,9,2,distance,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 9, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.7958579881656804,0.7988165680473372,0.834319526627219,0.8219584569732937,0.8130563798219584,0.8128017839270978,0.014349921318678795,55
0.03283147811889649,0.006020123229208549,0.0279754638671875,0.006832902139102124,minkowski,11,1,uniform,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 11, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.8224852071005917,0.8609467455621301,0.8816568047337278,0.857566765578635,0.8338278931750742,0.8512966832300318,0.020925746802120643,31
0.03653836250305176,0.007327906493857587,0.03707866668701172,0.008419150678278451,minkowski,11,1,distance,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 11, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.849112426035503,0.8816568047337278,0.9112426035502958,0.8724035608308606,0.8486646884272997,0.8726160167155375,0.023237379790421554,19
0.05358233451843262,0.010288201034951068,0.03229475021362305,0.0060973893056334265,minkowski,11,2,uniform,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 11, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.7514792899408284,0.7485207100591716,0.7958579881656804,0.8011869436201781,0.7774480712166172,0.7748986006004952,0.021822602628626363,73
0.04827661514282226,0.010730609075910339,0.02979617118835449,0.0074365280600139005,minkowski,11,2,distance,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 11, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.7781065088757396,0.7928994082840237,0.8195266272189349,0.8130563798219584,0.7922848664688428,0.7991747581338998,0.01508389701399022,64
